"iso_2","iso_3","country","year","rate","vat_revenue","consumption","vrr"
"MX","MEX","Mexico","2010",16,504509.3,10308248.657,0.321630656444226
"MX","MEX","Mexico","2011",16,537142.5,11231452.492,0.313918394689451
"MX","MEX","Mexico","2012",16,579987.5,12127677.562,0.313908829864471
"MX","MEX","Mexico","2013",16,556793.9,12803665.856,0.284151078536842
"MX","MEX","Mexico","2014",16,667085.1,13647464.965,0.321198756766892
"MX","MEX","Mexico","2015",16,707212.8,14435946.44,0.321958318655238
"MX","MEX","Mexico","2016",16,791700.2,15606588.377,0.333996867940045
"MX","MEX","Mexico","2017",16,816048.1,16853266.192,0.318029011998299
"MX","MEX","Mexico","2018",16,922238.3,17955766.554,0.338390807180329
"MX","MEX","Mexico","2019",16,933326.766,18635634.775,0.329521567726327
"NL","NLD","Netherlands","1985",19,13790.381,158920.818,0.500108413727018
"NL","NLD","Netherlands","1995",17.5,19832,236115,0.5239695874651
"NL","NLD","Netherlands","2005",19,36950,391614,0.548332179782911
"NL","NLD","Netherlands","2007",19,42873,430679,0.581856310683828
"NL","NLD","Netherlands","2008",19,43221,447484,0.562700389025019
"NL","NLD","Netherlands","2009",19,40086,447976,0.517244716390255
"NL","NLD","Netherlands","2010",19,42654,458253,0.540171503882601
"NL","NLD","Netherlands","2011",19,41610,464525,0.517834553042574
"NL","NLD","Netherlands","2012",19,41699,467112,0.515894956319228
"NL","NLD","Netherlands","2013",21,42424,470767,0.471629156117989
"NL","NLD","Netherlands","2014",21,42708,476709,0.468596681969462
"NL","NLD","Netherlands","2015",21,44879,483170,0.487597335581894
"NL","NLD","Netherlands","2016",21,47849,490883,0.514299988155268
"NL","NLD","Netherlands","2017",21,49833,506752,0.519348068257175
"NL","NLD","Netherlands","2018",21,52712,530171,0.525719535728772
"NL","NLD","Netherlands","2019",21,58131,553304,0.559025402665908
"NO","NOR","Norway","1985",20,42889,367138,0.661359017298434
"NO","NOR","Norway","1995",23,81772,672811,0.601534644554097
"NO","NOR","Norway","2005",25,153138,1221510,0.573350855320057
"NO","NOR","Norway","2007",25,188705,1391445,0.627583683921712
"NO","NOR","Norway","2008",25,184843,1483302,0.569422677188883
"NO","NOR","Norway","2009",25,186211,1550467,0.545970844181737
"NO","NOR","Norway","2010",25,201184,1640156,0.559243682295416
"NO","NOR","Norway","2011",25,211037,1709380,0.563387688933709
"NO","NOR","Norway","2012",25,223425,1791409,0.569967550689293
"NO","NOR","Norway","2013",25,234941,1882711,0.570324741923934
"NO","NOR","Norway","2014",25,243801,1975227,0.563237470154659
"NO","NOR","Norway","2015",25,255182,2077273,0.560195950696206
"NO","NOR","Norway","2016",25,269216,2166085,0.567706046121266
"NO","NOR","Norway","2017",25,283518,2262747,0.572986753932971
"NO","NOR","Norway","2018",25,296900,2360347,0.575541799716688
"NO","NOR","Norway","2019",25,307000,2458038,0.570887171681765
"NZ","NZL","New Zealand","1995",12.5,7895,71670,0.990356722853783
"NZ","NZL","New Zealand","2005",12.5,14133,123879,1.0302334481439
"NZ","NZL","New Zealand","2007",12.5,15046,140377,0.960400858526621
"NZ","NZL","New Zealand","2008",12.5,15824,147105,0.964282721795233
"NZ","NZL","New Zealand","2009",12.5,16449,151585,0.973774567842766
"NZ","NZL","New Zealand","2010",12.5,19143,157959,1.10321576763485
"NZ","NZL","New Zealand","2011",15,20314,166407,0.926989429107943
"NZ","NZL","New Zealand","2012",15,21004,170527,0.93648914659729
"NZ","NZL","New Zealand","2013",15,22063,177761,0.944692074828621
"NZ","NZL","New Zealand","2014",15,23306,184739,0.962463271656559
"NZ","NZL","New Zealand","2015",15,24587,192911,0.973796566938365
"NZ","NZL","New Zealand","2016",15,25847,205255,0.960455126490086
"NZ","NZL","New Zealand","2017",15,27951,216964,0.985858115579352
"NZ","NZL","New Zealand","2018",15,29521,228213,0.990511277085472
"NZ","NZL","New Zealand","2019",15,30259,239749,0.962941747418333
"PL","POL","Poland","1995",22,21005,269776,0.383795831215346
"PL","POL","Poland","2005",22,75783,806483,0.471422173009692
"PL","POL","Poland","2007",22,97848,933420,0.532286429372497
"PL","POL","Poland","2008",22,101876,1036516,0.495455712651638
"PL","POL","Poland","2009",22,99562,1103427,0.45081215646979
"PL","POL","Poland","2010",22,109717,1167092,0.471652570151211
"PL","POL","Poland","2011",23,122647,1244523,0.475317972830292
"PL","POL","Poland","2012",23,116265,1290794,0.43038528635734
"PL","POL","Poland","2013",23,116607,1305953,0.426273730707245
"PL","POL","Poland","2014",23,122671,1341196,0.437703103270793
"PL","POL","Poland","2015",23,125836,1380528,0.436053663750355
"PL","POL","Poland","2016",23,134554,1426186,0.45292884606788
"PL","POL","Poland","2017",23,154656,1518664,0.492971735726145
"PL","POL","Poland","2018",23,172210,1616029,0.518582405713446
"PL","POL","Poland","2019",23,182147,1728234,0.512224395044308
"PT","PRT","Portugal","1995",17,5481.075,73165.12,0.476354769385589
"PT","PRT","Portugal","2005",19,11845.703,135431.844,0.504472465591088
"PT","PRT","Portugal","2007",21,13255.395,148209.529,0.467721341321997
"PT","PRT","Portugal","2008",21,13211.969,153981.989,0.446928529918786
"PT","PRT","Portugal","2009",20,10905.345,150968.123,0.389302038547315
"PT","PRT","Portugal","2010",20,12444.732,155396.869,0.435276179187164
"PT","PRT","Portugal","2011",23,13089.985,150724.372,0.41350842257807
"PT","PRT","Portugal","2012",23,12681.342,142702.629,0.424055713009651
"PT","PRT","Portugal","2013",23,12247.181,143672.651,0.405162051491832
"PT","PRT","Portugal","2014",23,13074.583,146288.781,0.426726384251311
"PT","PRT","Portugal","2015",23,13744.631,149890.374,0.43893598066736
"PT","PRT","Portugal","2016",23,14310.742,154823.949,0.442809745217077
"PT","PRT","Portugal","2017",23,15352.348,160214.047,0.460779761601683
"PT","PRT","Portugal","2018",23,16301.464,166705.64,0.471236453134005
"PT","PRT","Portugal","2019",23,17212.231,172288.932,0.482572729971356
"SE","SWE","Sweden","1985",23.46,60523,722322.692,0.389821580963411
"SE","SWE","Sweden","1995",25,166557,1401590,0.539441456220198
"SE","SWE","Sweden","2005",25,248269.523,2094012,0.538037187947319
"SE","SWE","Sweden","2007",25,282585.818,2292986,0.562247895777399
"SE","SWE","Sweden","2008",25,297503.658,2381739,0.57095981822191
"SE","SWE","Sweden","2009",25,299452.09,2457905,0.554938379452531
"SE","SWE","Sweden","2010",25,322602.851,2570428,0.574071076913643
"SE","SWE","Sweden","2011",25,330769.436,2662260,0.567481492067493
"SE","SWE","Sweden","2012",25,329310.916,2718827,0.551259593028126
"SE","SWE","Sweden","2013",25,337822.233,2799683,0.548889258935089
"SE","SWE","Sweden","2014",25,353438.98,2910584,0.552864975956663
"SE","SWE","Sweden","2015",25,378830.385,3057381,0.565724437505169
"SE","SWE","Sweden","2016",25,404987.408,3188637,0.581951707088282
"SE","SWE","Sweden","2017",25,425052.69,3318070,0.587694637748296
"SE","SWE","Sweden","2018",25,445671.177,3464632,0.590496138412459
"SE","SWE","Sweden","2019",25,459814.476,3575735,0.590277540724591
"SI","SVN","Slovenia","2005",20,2467.162,21013.91,0.665119836641982
"SI","SVN","Slovenia","2007",20,2915.967,23949.004,0.693187341419121
"SI","SVN","Slovenia","2008",20,3159.123,26251.896,0.684006853572761
"SI","SVN","Slovenia","2009",20,2862.389,27242.677,0.58702936569084
"SI","SVN","Slovenia","2010",20,2927.311,27847.552,0.587336013323467
"SI","SVN","Slovenia","2011",20,2995.012,28569.771,0.585540610568412
"SI","SVN","Slovenia","2012",20,2889.077,28220.267,0.570260812855614
"SI","SVN","Slovenia","2013",20,3048.17,27609.345,0.620526094537415
"SI","SVN","Slovenia","2014",22,3158.388,27801.294,0.582573706644382
"SI","SVN","Slovenia","2015",22,3222.456,28298.252,0.584130101900943
"SI","SVN","Slovenia","2016",22,3319.632,29537.531,0.575531867127735
"SI","SVN","Slovenia","2017",22,3483.832,30527.172,0.585563765422466
"SI","SVN","Slovenia","2018",22,3767.511,32255.625,0.601129650070903
"SI","SVN","Slovenia","2019",22,3890.554,34272.284,0.582071408166565
"SK","SVK","Slovak Republic","1995",25,1616.245,15234.196,0.47473955516509
"SK","SVK","Slovak Republic","2005",19,3879.705,37084.797,0.614950863560324
"SK","SVK","Slovak Republic","2007",19,4147.082,45074.811,0.533299743272368
"SK","SVK","Slovak Republic","2008",19,4621.424,50318.567,0.532271442232752
"SK","SVK","Slovak Republic","2009",19,4221.288,51062.036,0.474315765904462
"SK","SVK","Slovak Republic","2010",19,4182.101,52143.419,0.458933549214324
"SK","SVK","Slovak Republic","2011",20,4710.914,52824.844,0.489558221496352
"SK","SVK","Slovak Republic","2012",20,4327.702,54328.486,0.432763414269664
"SK","SVK","Slovak Republic","2013",20,4696.12,54723.97,0.469350571731546
"SK","SVK","Slovak Republic","2014",20,5021.132,56012.25,0.492353589893832
"SK","SVK","Slovak Republic","2015",20,5422.535,57969.057,0.515974682396677
"SK","SVK","Slovak Republic","2016",20,5423.632,59982.095,0.497047726582767
"SK","SVK","Slovak Republic","2017",20,5918.744,63279.141,0.515925996816235
"SK","SVK","Slovak Republic","2018",20,6319.301,67049.148,0.520279674012681
"SK","SVK","Slovak Republic","2019",20,6825.918,71381.019,0.528689282044497
"TR","TUR","Turkey","1985",10,1.075,35.51,0.312182372586032
"TR","TUR","Turkey","1995",15,371.917,7963.957,0.326585037311008
"TR","TUR","Turkey","2005",18,30342.837,514194.714,0.348394466736081
"TR","TUR","Turkey","2007",18,38263.58,669960.442,0.336514960310891
"TR","TUR","Turkey","2008",18,41435.515,748825.043,0.325418028460771
"TR","TUR","Turkey","2009",18,42196.205,777224.733,0.318930969589674
"TR","TUR","Turkey","2010",18,55793.475,905566.826,0.364760497178735
"TR","TUR","Turkey","2011",18,70366.168,1072148.629,0.390227590095087
"TR","TUR","Turkey","2012",18,72877.107,1202496.598,0.358415218480562
"TR","TUR","Turkey","2013",18,90022.473,1373438.622,0.389682528453209
"TR","TUR","Turkey","2014",18,90987.732,1528592.349,0.351617818990352
"TR","TUR","Turkey","2015",18,107450.937,1735624.452,0.366637612330895
"TR","TUR","Turkey","2016",18,115470.786,1947372.458,0.350184934307253
"TR","TUR","Turkey","2017",18,137136.442,2287262.728,0.354336918339606
"TR","TUR","Turkey","2018",18,156385.488,2662957.705,0.346612102685197
"TR","TUR","Turkey","2019",18,158937.98,3127848.097,0.297411758180815
